"release_id","date_recaptured","release_site","site","number_recaptured","median_fork_length_recaptured","fws_run","hatchery_origin"
"CLR626",2014-02-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR626",2014-02-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR627",2014-02-21,"vulture bar","lower clear creek",10,36,NA,NA
"CLR627",2014-02-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR627",2014-02-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR627",2014-02-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR627",2014-02-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR628",2014-03-15,"vulture bar","lower clear creek",36,37,NA,NA
"CLR628",2014-03-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR628",2014-03-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR628",2014-03-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR628",2014-03-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR629",2014-03-15,"vulture bar","lower clear creek",22,37,NA,NA
"CLR629",2014-03-16,"vulture bar","lower clear creek",1,37,NA,NA
"CLR629",2014-03-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR629",2014-03-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR629",2014-03-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR630",2014-12-31,"clear creek road bridge","upper clear creek",73,35,NA,NA
"CLR630",2015-01-01,"clear creek road bridge","upper clear creek",3,35,NA,NA
"CLR630",2015-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR630",2015-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR630",2015-01-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR631",2015-01-07,"clear creek road bridge","upper clear creek",42,36,NA,NA
"CLR631",2015-01-08,"clear creek road bridge","upper clear creek",2,36,NA,NA
"CLR631",2015-01-09,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR631",2015-01-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR631",2015-01-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR632",2015-01-14,"vulture bar","lower clear creek",34,36,NA,NA
"CLR632",2015-01-15,"vulture bar","lower clear creek",1,36,NA,NA
"CLR632",2015-01-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR632",2015-01-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR632",2015-01-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR633",2015-01-14,"clear creek road bridge","upper clear creek",25,36,NA,NA
"CLR633",2015-01-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR633",2015-01-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR633",2015-01-17,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR633",2015-01-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR634",2015-01-28,"vulture bar","lower clear creek",15,37,NA,NA
"CLR634",2015-01-29,"vulture bar","lower clear creek",1,37,NA,NA
